Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_18_000000000-CNPPR_1_2101_14470_11637	1	4	20	5	1	4	20
M06508_18_000000000-CNPPR_1_2107_22574_4576	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_17548_8474	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_14252_15543	2	3	40	4	2	2	50
M06508_8_000000000-JTFYW_1_1112_25568_8511	16	16	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_14937_12060	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_8230_19388	3	4	42.857143	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2113_10143_17267	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1101_25968_7250	7	7	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_16709_22358	3	28	9.677419	23	2	21	8.695652173913043
M06508_19_000000000-CR8CR_1_2113_17926_2408	1	4	20	5	1	4	20
M06508_8_000000000-JTFYW_1_1103_7755_16087	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_16047_17353	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_22001_6351	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_18793_3278	2	48	4	38	1	37	2.631578947368421
M06508_18_000000000-CNPPR_1_1112_15733_21313	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_19489_19347	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_6192_9035	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_9451_16559	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_18167_2736	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_25306_21047	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_19015_8809	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_14343_8176	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_13385_10397	1	17	5.555556	17	1	16	5.88235294117647
M06508_16_000000000-CMN9T_1_1112_15667_7703	1	4	20	5	1	4	20
M06508_12_000000000-CJG44_1_1111_21196_17467	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2113_26344_9815	2	3	40	4	2	2	50
M06508_12_000000000-CJG44_1_1107_12552_9595	48	81	37.209302	45	21	24	46.666666666666664
M06508_12_000000000-CJG44_1_1106_13592_8593	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_21609_25143	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_19017_23504	4	6	40	5	2	3	40
M06508_12_000000000-CJG44_1_2108_12903_2466	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_26670_18518	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_7084_4719	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_17758_22791	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_15581_11737	1	39	2.5	26	1	25	3.8461538461538463
M06508_16_000000000-CMN9T_1_1103_15178_26828	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_11594_18445	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_9195_12609	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_16073_21785	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_13995_5163	1	3	25	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2113_7862_7541	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_12552_22799	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_16222_20082	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1102_2101_13882	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_14831_26786	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_7516_10657	6	15	28.571429	10	2	8	20
M06508_18_000000000-CNPPR_1_1102_15160_13635	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_20855_4406	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_10331_7544	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2102_14233_21393	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_13087_11154	1	30	3.225806	25	1	24	4
M06508_19_000000000-CR8CR_1_1108_17806_12401	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_17434_20403	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_6092_17384	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_11809_19856	2	2	50	3	2	1	66.66666666666666
M06508_9_000000000-JTBW3_1_2113_16376_24328	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2101_5380_21281	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_9861_11455	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_15651_13334	3	6	33.333333	6	2	4	33.33333333333333
M06508_16_000000000-CMN9T_1_1110_8007_13057	1	25	3.846154	5	1	4	20
M06508_18_000000000-CNPPR_1_1113_18397_27826	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_26663_6760	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_24389_25802	5	5	50	4	3	1	75
M06508_16_000000000-CMN9T_1_1108_9380_14754	9	9	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_2608_11249	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_7991_20562	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_6058_11555	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_13600_26520	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_25145_21243	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_29043_11450	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_9066_13112	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_24252_21651	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_24323_25182	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2106_4456_8872	2	37	5.128205	24	2	22	8.333333333333332
M06508_16_000000000-CMN9T_1_2104_24213_24993	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_18842_2994	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_5809_15898	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_4563_7784	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_21998_17494	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_15919_13540	1	13	7.142857	10	1	9	10
M06508_12_000000000-CJG44_1_2102_8152_18860	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_12526_26891	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_18445_17831	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_24032_18072	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_3811_10705	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_12298_3835	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_16879_19832	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_12890_14414	6237	9371	39.960277	308	23	285	7.467532467532467
M06508_16_000000000-CMN9T_1_1107_12611_3929	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_15904_26392	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_23328_16396	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_11836_20638	2	6	25	6	1	5	16.666666666666664
M06508_12_000000000-CJG44_1_1102_13489_19651	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_27737_11782	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_28222_17678	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_15958_15634	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_22809_4865	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_11038_27108	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_14985_27883	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_9375_12629	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_9372_9066	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_23329_16918	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_7428_19444	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_8532_9736	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_19706_4002	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_10363_26599	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_26851_14451	2	11	15.384615	4	1	3	25
M06508_16_000000000-CMN9T_1_2101_7953_17648	3	37	7.5	30	2	28	6.666666666666667
M06508_12_000000000-CJG44_1_1114_26766_19797	2	404215	4.95e-4	253	2	251	0.7905138339920948
M06508_16_000000000-CMN9T_1_1110_23680_22059	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_20606_20838	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_18338_23630	5	7	41.666667	7	4	3	57.14285714285714
M06508_18_000000000-CNPPR_1_1107_25454_9255	1	5	16.666667	6	1	5	16.666666666666664
M06508_18_000000000-CNPPR_1_2108_21024_9788	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2110_24630_18628	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_20870_11408	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_16877_27426	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_7738_5409	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_8991_26199	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_25390_23174	4	38	9.52381	12	2	10	16.666666666666664
M06508_16_000000000-CMN9T_1_1103_8236_15614	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_8753_6602	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_8575_18876	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_19152_27171	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_5953_11121	2	6	25	6	1	5	16.666666666666664
M06508_19_000000000-CR8CR_1_1112_24733_11096	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_23948_11880	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_13477_5333	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2109_26171_16023	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_15019_8611	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_27679_15619	11	27	28.947368	21	10	11	47.61904761904761
M06508_9_000000000-JTBW3_1_2109_17037_14382	7	12	36.842105	10	5	5	50
M06508_18_000000000-CNPPR_1_1107_22194_16249	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_23242_20053	1	3	25	4	1	3	25
M06508_16_000000000-CMN9T_1_1113_14392_26916	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_17878_7067	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_13502_20023	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_20486_14829	2	3	40	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2107_7319_13401	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_14875_23320	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_19001_27463	2	22	8.333333	21	2	19	9.523809523809524
M06508_12_000000000-CJG44_1_2114_20035_5742	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_12317_27173	1	3	25	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1104_17736_9711	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_19168_10474	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2104_14310_22662	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_3686_13039	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1108_11144_6467	2	3	40	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2103_10205_11007	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_25510_17579	3	5	37.5	6	3	3	50
M06508_16_000000000-CMN9T_1_2111_15663_6686	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_24988_22361	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_6212_7786	3	4	42.857143	4	2	2	50
M06508_16_000000000-CMN9T_1_2108_12390_17992	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_22847_5979	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_27746_8798	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_3744_9390	159	9258	1.688436	371	3	368	0.8086253369272237
M06508_19_000000000-CR8CR_1_2111_8616_16381	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_12028_20950	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_18337_18295	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_7240_17773	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_17802_19726	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_1881_17034	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_26599_8452	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_10631_14262	1	12	7.692308	12	1	11	8.333333333333332
M06508_16_000000000-CMN9T_1_2113_23763_5473	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_17554_19136	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1106_21349_25729	1	24	4	13	1	12	7.6923076923076925
M06508_18_000000000-CNPPR_1_2106_18500_27098	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2114_13037_11944	3	4	42.857143	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2108_19831_9608	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_21809_5597	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_28012_12948	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_4862_20541	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_15271_22134	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_25573_5386	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1105_12244_7785	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_14468_11870	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_8739_15322	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_4261_13385	4	6	40	7	4	3	57.14285714285714
M06508_16_000000000-CMN9T_1_2112_19624_3378	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_24155_15689	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_13686_15405	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_7857_14984	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_19531_27582	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_27983_20290	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_19150_8315	1	9	10	9	1	8	11.11111111111111
M06508_16_000000000-CMN9T_1_1102_19282_2147	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_16444_17986	2	12	14.285714	10	2	8	20
M06508_16_000000000-CMN9T_1_1104_5450_23031	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_10860_19121	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_21429_6998	1	4	20	4	1	3	25
M06508_18_000000000-CNPPR_1_2107_13770_25066	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_22840_21026	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_16172_25486	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_6688_7209	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_6031_7179	223	3813	5.525273	255	2	253	0.7843137254901961
M06508_16_000000000-CMN9T_1_1103_17507_24341	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_5476_17988	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_15660_21242	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_10472_26985	1	77	1.282051	22	1	21	4.545454545454546
M06508_16_000000000-CMN9T_1_2108_24911_21284	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_15756_25319	6	6	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_5075_10830	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_8528_7672	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_27079_19624	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_19255_15199	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_4117_8775	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_7273_7593	2	3	40	4	2	2	50
M06508_16_000000000-CMN9T_1_2102_4685_17392	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_19218_21622	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_19116_23305	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_17625_19977	5	146729	0.003408	424	4	420	0.9433962264150944
M06508_16_000000000-CMN9T_1_2113_19311_19249	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_6209_10145	4	4	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_10255_7681	8	15	34.782609	13	5	8	38.46153846153847
M06508_16_000000000-CMN9T_1_1110_13868_17957	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_5520_12411	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_11362_28210	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_18321_18830	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1110_6041_16403	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2114_12607_15126	1	3	25	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2113_16519_7629	1	11	8.333333	11	1	10	9.090909090909092
M06508_18_000000000-CNPPR_1_1105_8782_21086	1	3	25	4	1	3	25
M06508_12_000000000-CJG44_1_2105_12501_8015	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_13842_7287	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_19204_2672	1	3	25	4	1	3	25
M06508_8_000000000-JTFYW_1_2104_15610_18126	1	5	16.666667	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_1111_17905_19878	1	94086	0.001063	121	1	120	0.8264462809917356
M06508_16_000000000-CMN9T_1_2103_5061_24128	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_11296_23590	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_22805_13165	15	17	46.875	4	1	3	25
M06508_16_000000000-CMN9T_1_1104_9671_3113	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_18128_18138	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1113_24915_13221	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1107_24156_4780	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_16644_11234	1	3	25	4	1	3	25
M06508_12_000000000-CJG44_1_1102_3473_15727	37	49	43.023256	26	13	13	50
M06508_16_000000000-CMN9T_1_1101_20755_5051	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_25518_14692	1	4	20	5	1	4	20
M06508_19_000000000-CR8CR_1_1109_15035_16988	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_17937_20036	28	54	34.146341	5	1	4	20
M06508_16_000000000-CMN9T_1_1112_19647_12854	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_11967_9435	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_10470_24295	1	7	12.5	8	1	7	12.5
M06508_16_000000000-CMN9T_1_2111_23475_12110	1	5	16.666667	5	1	4	20
M06508_18_000000000-CNPPR_1_2110_19663_5015	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_22503_16474	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_13838_14025	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_21249_26495	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_19308_25359	6	6	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_9577_9856	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1104_12537_15680	4	6	40	6	3	3	50
M06508_9_000000000-JTBW3_1_1112_19298_12901	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_15581_17219	1	12	7.692308	7	1	6	14.285714285714285
M06508_8_000000000-JTFYW_1_2101_16267_10220	11	21	34.375	7	2	5	28.57142857142857
M06508_19_000000000-CR8CR_1_1102_17360_2859	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_17369_15725	2	11	15.384615	7	1	6	14.285714285714285
M06508_8_000000000-JTFYW_1_2101_23360_7228	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_3593_18789	5	46	9.803922	32	2	30	6.25
M06508_16_000000000-CMN9T_1_2113_3951_9853	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_27775_19747	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_25847_22252	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_6255_19410	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_13065_13221	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2113_2993_10476	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_24383_9155	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_18260_26703	9	10	47.368421	7	5	2	71.42857142857143
M06508_19_000000000-CR8CR_1_1102_12146_27168	2	15	11.764706	4	1	3	25
M06508_19_000000000-CR8CR_1_1111_16802_5929	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_23828_24365	1	3	25	4	1	3	25
M06508_12_000000000-CJG44_1_2102_11194_19936	11	15	42.307692	11	6	5	54.54545454545454
M06508_16_000000000-CMN9T_1_1104_13127_15690	1	3	25	4	1	3	25
M06508_16_000000000-CMN9T_1_1104_28480_18074	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2110_13834_16928	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_15757_24460	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_19666_28296	1	10	9.090909	9	1	8	11.11111111111111
M06508_16_000000000-CMN9T_1_2110_24668_10090	6	7	46.153846	4	2	2	50
M06508_16_000000000-CMN9T_1_1108_26459_11866	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_16554_15817	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_5626_14440	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_20889_10403	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_3907_13180	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_4391_16793	5	8	38.461538	6	2	4	33.33333333333333
M06508_19_000000000-CR8CR_1_1110_17830_14914	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_23860_12909	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_23140_4139	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_7138_8082	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_10246_13189	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_19504_21278	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_14676_5074	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_13568_23566	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_14585_9174	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2112_19258_9536	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_2849_13450	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_11833_16432	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_9632_18053	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_24696_4698	1	16	5.882353	11	1	10	9.090909090909092
M06508_18_000000000-CNPPR_1_1104_7399_16434	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_13379_11834	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_26015_19945	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_21201_15780	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_16455_22484	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2106_24488_13127	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_5448_22002	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_5184_17669	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_5301_15056	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_21768_4778	1	3	25	4	1	3	25
M06508_16_000000000-CMN9T_1_2103_23437_9652	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_25513_17092	1	2	33.333333	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_1104_14323_25160	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_8674_16529	2	3	40	4	2	2	50
M06508_12_000000000-CJG44_1_2114_21052_26122	1	3	25	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2107_2553_18881	5	11	31.25	9	3	6	33.33333333333333
M06508_8_000000000-JTFYW_1_1106_15483_4327	8	8	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1101_22864_6410	9	9	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_13352_5977	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_11151_6907	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_11279_27892	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_20316_2964	1	2	33.333333	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_1108_24804_17573	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2113_17594_20617	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_7997_17879	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2104_17349_11908	1	1	50	2	1	1	50
