SampleID	input	filtered	per_reads_kept
WA_A_FLOR_ST_7694	24919	24005	0.963
WA_A_FLOR_ST_7695	29639	28563	0.964
WA_A_FLOR_ST_7697	22361	21344	0.955
WA_A_FLOR_ST_9651	10330	10003	0.968
WA_A_FLOR_ST_9654	13380	12736	0.952
WA_A_FORM_EG_7457	2169	1969	0.908
WA_A_FORM_EG_7752	11071	10272	0.928
WA_A_FORM_EG_9400	25287	24219	0.958
WA_A_FORM_GL_7402	35389	34205	0.967
WA_A_FORM_GL_7457	2341	2181	0.932
WA_A_FORM_GL_7458	13831	12869	0.93
WA_A_FORM_GL_7608	13578	12929	0.952
WA_A_FORM_GL_7609	2241	2172	0.969
WA_A_FORM_GL_7712	22803	21928	0.962
WA_A_FORM_GL_7713	10260	9746	0.95
WA_A_FORM_GL_7751	11226	10583	0.943
WA_A_FORM_GL_7752	7219	6764	0.937
WA_A_FORM_GL_7753	49802	48127	0.966
WA_A_FORM_GL_9400	21324	20569	0.965
WA_A_FORM_HP_7402	34665	33611	0.97
WA_A_FORM_HP_7457	2080	1988	0.956
WA_A_FORM_HP_7458	15869	15239	0.96
WA_A_FORM_HP_7608	10146	9518	0.938
WA_A_FORM_HP_7609	2957	2830	0.957
WA_A_FORM_HP_7712	24527	23883	0.974
WA_A_FORM_HP_7713	10325	9629	0.933
WA_A_FORM_HP_7751	9412	9073	0.964
WA_A_FORM_HP_7752	11580	10769	0.93
WA_A_FORM_HP_7753	35505	34333	0.967
WA_A_FORM_HP_9400	15666	15188	0.969
WA_A_FORM_MG_7402	32343	30922	0.956
WA_A_FORM_MG_7457	1896	1761	0.929
WA_A_FORM_MG_7608	10261	9679	0.943
WA_A_FORM_MG_7609	7798	7539	0.967
WA_A_FORM_MG_7712	18101	17267	0.954
WA_A_FORM_MG_7713	11090	10472	0.944
WA_A_FORM_MG_7751	10743	10147	0.945
WA_A_FORM_MG_7752	2004	1909	0.953
WA_A_FORM_MG_7753	57472	55098	0.959
WA_A_FORM_MG_9400	15005	14499	0.966
WA_A_FORM_ST_7402	25120	24398	0.971
WA_A_FORM_ST_7457	1621	1553	0.958
WA_A_FORM_ST_7458	27470	26630	0.969
WA_A_FORM_ST_7608	7526	7177	0.954
WA_A_FORM_ST_7609	15728	15262	0.97
WA_A_FORM_ST_7712	11877	11561	0.973
WA_A_FORM_ST_7713	7502	7037	0.938
WA_A_FORM_ST_7751	10983	10506	0.957
WA_A_FORM_ST_7752	14141	13254	0.937
WA_A_FORM_ST_7753	14397	13963	0.97
WA_A_FORM_ST_9400	9253	8966	0.969
WA_A_NUTT_EG_7525	7301	6841	0.937
WA_A_NUTT_EG_7529	33496	31581	0.943
WA_A_NUTT_EG_9408	1713	1625	0.949
WA_A_NUTT_EG_9410	661	622	0.941
WA_A_NUTT_GL_7426	28012	27073	0.966
WA_A_NUTT_GL_7525	6995	6692	0.957
WA_A_NUTT_GL_7529	31552	30586	0.969
WA_A_NUTT_GL_9405	1592	1473	0.925
WA_A_NUTT_GL_9408	2595	2500	0.963
WA_A_NUTT_GL_9410	8713	8277	0.95
WA_A_NUTT_HP_7426	18736	17673	0.943
WA_A_NUTT_HP_7525	6137	5918	0.964
WA_A_NUTT_HP_7529	23839	23238	0.975
WA_A_NUTT_HP_9405	2133	2051	0.962
WA_A_NUTT_HP_9408	2798	2671	0.955
WA_A_NUTT_HP_9410	9945	9556	0.961
WA_A_NUTT_MG_7426	20046	19271	0.961
WA_A_NUTT_MG_7525	5620	5376	0.957
WA_A_NUTT_MG_7529	30898	29935	0.969
WA_A_NUTT_MG_9405	2364	2294	0.97
WA_A_NUTT_MG_9408	2103	2024	0.962
WA_A_NUTT_MG_9410	11271	10824	0.96
WA_A_NUTT_ST_7426	25970	25064	0.965
WA_A_NUTT_ST_7525	6446	6113	0.948
WA_A_NUTT_ST_7529	25149	24232	0.964
WA_A_NUTT_ST_9405	1799	1688	0.938
WA_A_NUTT_ST_9408	1414	1368	0.967
WA_A_NUTT_ST_9410	9331	8897	0.953
WA_A_PARA_EG_7706	7979	7260	0.91
WA_A_PARA_EG_7708	7957	7480	0.94
WA_A_PARA_EG_9483	6509	6043	0.928
WA_A_PARA_GL_7464	36688	35278	0.962
WA_A_PARA_GL_7706	12074	10994	0.911
WA_A_PARA_GL_7708	8159	7742	0.949
WA_A_PARA_GL_9399	9706	9237	0.952
WA_A_PARA_GL_9480	2307	2217	0.961
WA_A_PARA_GL_9483	6519	5995	0.92
WA_A_PARA_HP_7464	25471	24059	0.945
WA_A_PARA_HP_7706	10317	9226	0.894
WA_A_PARA_HP_7708	8087	7510	0.929
WA_A_PARA_HP_9399	11407	10970	0.962
WA_A_PARA_HP_9480	2340	2209	0.944
WA_A_PARA_HP_9483	7205	6894	0.957
WA_A_PARA_MG_7464	33683	32282	0.958
WA_A_PARA_MG_7706	3079	2968	0.964
WA_A_PARA_MG_7708	11204	10754	0.96
WA_A_PARA_MG_9399	7308	6892	0.943
WA_A_PARA_MG_9480	3176	3037	0.956
WA_A_PARA_MG_9483	6859	6559	0.956
WA_A_PARA_ST_7464	29554	28277	0.957
WA_A_PARA_ST_7706	12690	11629	0.916
WA_A_PARA_ST_7708	1742	1643	0.943
WA_A_PARA_ST_9399	8771	8283	0.944
WA_A_PARA_ST_9480	16325	15571	0.954
WA_A_PARA_ST_9483	6603	6322	0.957
WA_A_PCNS_EG_7506	34745	33016	0.95
WA_A_PCNS_EG_7600	33195	31169	0.939
WA_A_PCNS_EG_7601	19760	18828	0.953
WA_A_PCNS_EG_7702	11628	10692	0.92
WA_A_PCNS_GL_7506	33978	33066	0.973
WA_A_PCNS_GL_7552	7486	7014	0.937
WA_A_PCNS_GL_7600	18792	18012	0.958
WA_A_PCNS_GL_7601	33353	31842	0.955
WA_A_PCNS_GL_7603	13739	13152	0.957
WA_A_PCNS_GL_7637	14331	13581	0.948
WA_A_PCNS_GL_7702	5113	4691	0.917
WA_A_PCNS_GL_9442	4315	4035	0.935
WA_A_PCNS_HP_7506	24916	24076	0.966
WA_A_PCNS_HP_7552	8523	8052	0.945
WA_A_PCNS_HP_7600	22354	21618	0.967
WA_A_PCNS_HP_7601	65365	63706	0.975
WA_A_PCNS_HP_7603	24478	23534	0.961
WA_A_PCNS_HP_7637	20341	19740	0.97
WA_A_PCNS_HP_7702	15820	15169	0.959
WA_A_PCNS_HP_9442	4370	4233	0.969
WA_A_PCNS_MG_7552	8068	7786	0.965
WA_A_PCNS_MG_7600	28905	28000	0.969
WA_A_PCNS_MG_7601	54722	53398	0.976
WA_A_PCNS_MG_7603	15586	15135	0.971
WA_A_PCNS_MG_7637	19755	19253	0.975
WA_A_PCNS_MG_7702	9880	9414	0.953
WA_A_PCNS_MG_9442	8106	7804	0.963
WA_A_PCNS_ST_7506	22726	21872	0.962
WA_A_PCNS_ST_7552	10446	9919	0.95
WA_A_PCNS_ST_7600	19689	18991	0.965
WA_A_PCNS_ST_7601	45456	43856	0.965
WA_A_PCNS_ST_7603	18207	17601	0.967
WA_A_PCNS_ST_7637	22613	21833	0.966
WA_A_PCNS_ST_7702	13557	12952	0.955
WA_A_PCNS_ST_9442	4183	4017	0.96
WA_A_PCWS_EG_9438	1759	1653	0.94
WA_A_PCWS_EG_9440	6158	5795	0.941
WA_A_PCWS_GL_7442	23977	22804	0.951
WA_A_PCWS_GL_9438	1940	1829	0.943
WA_A_PCWS_GL_9440	3396	3259	0.96
WA_A_PCWS_HP_7442	27448	26392	0.962
WA_A_PCWS_HP_9438	2302	2195	0.954
WA_A_PCWS_HP_9440	5588	5409	0.968
WA_A_PCWS_MG_7442	32109	30849	0.961
WA_A_PCWS_MG_7557	8822	8534	0.967
WA_A_PCWS_MG_9438	2622	2521	0.961
WA_A_PCWS_MG_9440	9790	9403	0.96
WA_A_PCWS_ST_7442	20375	19581	0.961
WA_A_PCWS_ST_7557	6927	6497	0.938
WA_A_PCWS_ST_9438	1900	1822	0.959
WA_A_PCWS_ST_9440	6890	6575	0.954
WA_A_PLAT_EG_9369	5847	5554	0.95
WA_A_PLAT_GL_9369	13058	12427	0.952
WA_A_PLAT_HP_9369	12255	11543	0.942
WA_A_PLAT_MG_9369	5011	4874	0.973
WA_A_PLAT_ST_9369	7162	6758	0.944
WA_A_THOM_GL_7391	28030	26982	0.963
WA_A_THOM_GL_7392	10059	9633	0.958
WA_A_THOM_GL_7416	2298	2203	0.959
WA_A_THOM_GL_7544	19862	19017	0.957
WA_A_THOM_GL_9384	21629	20812	0.962
WA_A_THOM_GL_9385	1570	1469	0.936
WA_A_THOM_GL_9387	15807	14900	0.943
WA_A_THOM_HP_7391	30681	29761	0.97
WA_A_THOM_HP_7392	1592	1504	0.945
WA_A_THOM_HP_7416	10063	9716	0.966
WA_A_THOM_HP_7544	21075	20592	0.977
WA_A_THOM_HP_9384	17272	16710	0.967
WA_A_THOM_HP_9385	1866	1725	0.924
WA_A_THOM_HP_9387	18916	18236	0.964
WA_A_THOM_MG_7391	27306	26420	0.968
WA_A_THOM_MG_7392	2571	2483	0.966
WA_A_THOM_MG_7416	11364	10893	0.959
WA_A_THOM_MG_7544	23643	22948	0.971
WA_A_THOM_MG_9384	15126	14573	0.963
WA_A_THOM_MG_9387	22266	21432	0.963
WA_A_THOM_ST_7391	23895	23088	0.966
WA_A_THOM_ST_7392	1718	1641	0.955
WA_A_THOM_ST_7416	14411	13436	0.932
WA_A_THOM_ST_7544	21500	20831	0.969
WA_A_THOM_ST_9384	18758	18210	0.971
WA_A_THOM_ST_9385	1888	1776	0.941
WA_A_THOM_ST_9387	28075	26919	0.959
WA_A_VERR_EG_7606	12172	11177	0.918
WA_A_VERR_EG_7607	12390	11073	0.894
WA_A_VERR_EG_9501	1771	1657	0.936
WA_A_VERR_GL_7606	12612	11862	0.941
WA_A_VERR_GL_7607	10603	10079	0.951
WA_A_VERR_GL_9501	1555	1483	0.954
WA_A_VERR_HP_7606	8236	7775	0.944
WA_A_VERR_HP_7607	7494	7024	0.937
WA_A_VERR_HP_9501	2769	2699	0.975
WA_A_VERR_MG_7606	10377	9876	0.952
WA_A_VERR_MG_7607	9533	9126	0.957
WA_A_VERR_MG_9501	1548	1475	0.953
WA_A_VERR_ST_7606	12274	11609	0.946
WA_A_VERR_ST_7607	7363	7007	0.952
WA_A_VERR_ST_9501	2781	2675	0.962
WA_A_WEBS_EG_7612	2781	2672	0.961
WA_A_WEBS_EG_7727	9620	9130	0.949
WA_A_WEBS_EG_7731	10684	10080	0.943
WA_A_WEBS_GL_7390	35852	34247	0.955
WA_A_WEBS_GL_7421	33933	32355	0.953
WA_A_WEBS_GL_7423	34891	32874	0.942
WA_A_WEBS_GL_7507	22525	21446	0.952
WA_A_WEBS_GL_7611	27665	26215	0.948
WA_A_WEBS_GL_7612	3398	3306	0.973
WA_A_WEBS_GL_7638	193299	180942	0.936
WA_A_WEBS_GL_7726	26757	25668	0.959
WA_A_WEBS_GL_7727	9484	8970	0.946
WA_A_WEBS_GL_7728	28468	27132	0.953
WA_A_WEBS_GL_7729	9510	9088	0.956
WA_A_WEBS_GL_7731	7761	7353	0.947
WA_A_WEBS_GL_7732	21095	20559	0.975
WA_A_WEBS_GL_9411	14415	13710	0.951
WA_A_WEBS_GL_9609	13641	13101	0.96
WA_A_WEBS_HP_7390	32791	30996	0.945
WA_A_WEBS_HP_7421	19345	18482	0.955
WA_A_WEBS_HP_7423	30026	28654	0.954
WA_A_WEBS_HP_7507	18978	18064	0.952
WA_A_WEBS_HP_7611	22083	21395	0.969
WA_A_WEBS_HP_7612	3175	3072	0.968
WA_A_WEBS_HP_7638	29966	28030	0.935
WA_A_WEBS_HP_7726	49584	47901	0.966
WA_A_WEBS_HP_7727	1666	1590	0.954
WA_A_WEBS_HP_7728	20875	19965	0.956
WA_A_WEBS_HP_7729	10230	9789	0.957
WA_A_WEBS_HP_7731	11441	10969	0.959
WA_A_WEBS_HP_7732	21430	20629	0.963
WA_A_WEBS_HP_9411	1026	954	0.93
WA_A_WEBS_HP_9609	8835	8445	0.956
WA_A_WEBS_MG_7390	29643	28869	0.974
WA_A_WEBS_MG_7421	25075	24291	0.969
WA_A_WEBS_MG_7423	28274	27279	0.965
WA_A_WEBS_MG_7507	29579	28674	0.969
WA_A_WEBS_MG_7611	25991	24953	0.96
WA_A_WEBS_MG_7612	2291	2190	0.956
WA_A_WEBS_MG_7638	27545	26409	0.959
WA_A_WEBS_MG_7726	52001	50393	0.969
WA_A_WEBS_MG_7727	9826	9380	0.955
WA_A_WEBS_MG_7728	51854	50286	0.97
WA_A_WEBS_MG_7729	7410	7056	0.952
WA_A_WEBS_MG_7731	11996	11426	0.952
WA_A_WEBS_MG_7732	20442	19787	0.968
WA_A_WEBS_MG_9411	2212	2099	0.949
WA_A_WEBS_MG_9609	10783	10328	0.958
WA_A_WEBS_ST_7390	32918	31511	0.957
WA_A_WEBS_ST_7421	33567	32253	0.961
WA_A_WEBS_ST_7423	19396	18678	0.963
WA_A_WEBS_ST_7507	39502	37913	0.96
WA_A_WEBS_ST_7611	23911	23175	0.969
WA_A_WEBS_ST_7612	1632	1580	0.968
WA_A_WEBS_ST_7638	37016	35413	0.957
WA_A_WEBS_ST_7726	32932	31604	0.96
WA_A_WEBS_ST_7727	5284	5017	0.949
WA_A_WEBS_ST_7728	39513	38175	0.966
WA_A_WEBS_ST_7729	8964	8586	0.958
WA_A_WEBS_ST_7731	8708	8297	0.953
WA_A_WEBS_ST_7732	18265	17539	0.96
WA_A_WEBS_ST_9411	1695	1602	0.945
WA_A_WEBS_ST_9609	4782	4506	0.942
