Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_16_000000000-CMN9T_1_2107_5647_8224	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_9676_12197	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_15388_13972	1	7583	0.013186	73	1	72	1.36986301369863
M06508_12_000000000-CJG44_1_1112_13065_26696	2	256390	7.8e-4	162	2	160	1.2345679012345678
M06508_19_000000000-CR8CR_1_1103_10432_17035	343	413	45.37037	5	1	4	20
M06508_18_000000000-CNPPR_1_2108_9299_11271	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1109_10068_18370	1	13145	0.007607	58	1	57	1.7241379310344827
M06508_16_000000000-CMN9T_1_2113_23660_12583	163	1986	7.584923	114	1	113	0.8771929824561403
M06508_19_000000000-CR8CR_1_2106_28323_20564	10	595961	0.001678	216	4	212	1.8518518518518516
M06508_18_000000000-CNPPR_1_2102_20963_23758	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_23676_11595	1	2501	0.039968	164	1	163	0.6097560975609756
M06508_19_000000000-CR8CR_1_1101_8404_7433	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_16725_17709	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_14743_26316	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_10996_14894	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_16729_23110	1	4015	0.0249	68	1	67	1.4705882352941175
M06508_8_000000000-JTFYW_1_2105_9316_17780	2	26424	0.007568	48	2	46	4.166666666666666
M06508_16_000000000-CMN9T_1_2112_9464_6139	1	12	7.692308	7	1	6	14.285714285714285
M06508_18_000000000-CNPPR_1_2105_8587_16255	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_12223_16756	36	4491	0.795229	265	1	264	0.37735849056603776
M06508_16_000000000-CMN9T_1_2104_13259_14970	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1104_15868_28728	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_9443_10549	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_11731_19615	417	11535	3.488956	339	1	338	0.2949852507374631
M06508_19_000000000-CR8CR_1_1107_14603_17171	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_5183_9480	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_13103_9739	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_17581_14006	1	15711	0.006365	156	1	155	0.641025641025641
M06508_18_000000000-CNPPR_1_1110_6874_25913	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_22245_24491	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_28110_14570	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_25004_21932	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_7050_10373	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_27814_17584	603	23168	2.536704	691	3	688	0.43415340086830684
M06508_18_000000000-CNPPR_1_1101_14949_27999	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_6804_13179	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_9560_11271	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_10963_18728	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_17957_7753	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_6243_19813	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_22745_5891	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_15089_27084	153	177	46.363636	10	1	9	10
M06508_18_000000000-CNPPR_1_1113_20371_19528	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_7950_14780	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_4206_11318	1	3427	0.029172	8	1	7	12.5
M06508_18_000000000-CNPPR_1_2104_20298_13616	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_9097_17147	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2110_18892_21176	53	1496	3.421562	89	1	88	1.1235955056179776
M06508_8_000000000-JTFYW_1_1102_5702_10427	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_14458_22179	1	14650	0.006825	140	1	139	0.7142857142857143
M06508_16_000000000-CMN9T_1_1113_9167_6344	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_13387_17008	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_4627_15793	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_28730_20255	18	18	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_12528_19209	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_11413_7484	1	21481	0.004655	13	1	12	7.6923076923076925
M06508_16_000000000-CMN9T_1_1107_21099_17355	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_26928_17186	777	14979	4.931455	134	3	131	2.2388059701492535
M06508_16_000000000-CMN9T_1_1111_4487_17592	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_11912_2285	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_10960_22859	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_24705_12958	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_18887_27202	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_4617_10621	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_5517_23635	1	298537	3.35e-4	129	1	128	0.7751937984496124
M06508_18_000000000-CNPPR_1_2112_23298_8276	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_12313_27648	1	4162	0.024021	197	1	196	0.5076142131979695
M06508_8_000000000-JTFYW_1_1101_11991_2850	22	22	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_13145_14322	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_7461_16957	103	6407	1.582181	123	2	121	1.6260162601626018
M06508_8_000000000-JTFYW_1_2112_19154_19593	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_19440_26729	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_20786_18279	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_15738_10465	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_21719_5165	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_16624_2722	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_25057_20803	2	521425	3.84e-4	833	2	831	0.24009603841536614
M06508_12_000000000-CJG44_1_2111_20999_26284	5	150880	0.003314	225	1	224	0.4444444444444444
M06508_12_000000000-CJG44_1_2102_15507_28242	3	59	4.83871	38	3	35	7.894736842105263
M06508_16_000000000-CMN9T_1_1104_16291_21318	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_27942_21957	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_11952_3836	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_11363_4674	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_18317_26500	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_18756_27983	1	71325	0.001402	45	1	44	2.2222222222222223
M06508_8_000000000-JTFYW_1_2112_10177_15859	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_27818_10587	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_6674_15332	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_21424_16939	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_27267_19698	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_12702_22136	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_28796_17669	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1109_21436_13003	1546	1872	45.231129	16	1	15	6.25
M06508_9_000000000-JTBW3_1_1108_23180_15419	1	17106	0.005846	46	1	45	2.1739130434782608
M06508_19_000000000-CR8CR_1_2106_24325_17616	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_14295_2862	2	3	40	4	2	2	50
M06508_12_000000000-CJG44_1_1110_7964_15088	31947	52159	37.98421	643	41	602	6.376360808709176
M06508_18_000000000-CNPPR_1_1102_29151_15203	1005	11385	8.11138	131	2	129	1.5267175572519083
M06508_16_000000000-CMN9T_1_1102_10964_25482	58	58	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_22608_14592	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_21511_22280	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_20316_13258	548	16486	3.217095	157	1	156	0.6369426751592357
M06508_16_000000000-CMN9T_1_1103_14541_26310	1	189740	5.27e-4	86	1	85	1.1627906976744187
M06508_16_000000000-CMN9T_1_2108_4305_16101	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_27918_18305	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_22143_14297	1	155580	6.43e-4	154	1	153	0.6493506493506493
M06508_18_000000000-CNPPR_1_1109_24207_14110	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_16608_16132	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_28285_9676	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_15179_18897	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_18244_2734	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_18898_9860	1	69077	0.001448	228	1	227	0.43859649122807015
M06508_8_000000000-JTFYW_1_1108_10722_21635	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_19029_14315	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1104_9623_24954	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1102_6695_25048	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_27915_14019	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_14645_8133	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_10399_15534	1	22351	0.004474	89	1	88	1.1235955056179776
M06508_12_000000000-CJG44_1_2104_13075_11051	1	61	1.612903	26	1	25	3.8461538461538463
M06508_16_000000000-CMN9T_1_1110_24001_26582	1	264558	3.78e-4	96	1	95	1.0416666666666665
M06508_16_000000000-CMN9T_1_1101_7439_25870	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_20340_17351	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_9194_23845	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_8835_8306	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_17311_3121	1	448455	2.23e-4	126	1	125	0.7936507936507936
M06508_16_000000000-CMN9T_1_2102_19513_12908	4	4	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_3217_19239	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_4273_10586	510	510	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_5056_8322	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_22382_13796	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_26776_13193	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_25698_14528	8	39	17.021277	10	1	9	10
M06508_16_000000000-CMN9T_1_2107_13587_12735	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_13229_5494	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_24831_18181	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_6738_23628	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_11331_2302	4	264	1.492537	21	1	20	4.761904761904762
M06508_9_000000000-JTBW3_1_1110_24294_21266	52	269	16.199377	21	1	20	4.761904761904762
M06508_19_000000000-CR8CR_1_1111_10986_12616	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_6566_8342	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_14421_25206	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_7667_7882	1	485885	2.06e-4	438	1	437	0.228310502283105
M06508_8_000000000-JTFYW_1_2110_27109_9083	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_14942_4821	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_16219_8602	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_21329_16229	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_13637_9950	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_12834_16775	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_22236_21506	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_14520_25353	23	28	45.098039	4	1	3	25
M06508_19_000000000-CR8CR_1_2109_8507_17830	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_2109_18427_19749	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_24427_22014	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_18475_6635	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_5194_23245	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_20687_4491	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_16071_20670	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_26791_12455	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_20715_11956	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_12602_20358	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_20519_15278	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_11754_18227	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_10114_25933	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_13130_22051	4	5	44.444444	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1105_18352_7033	18	355	4.825737	27	2	25	7.4074074074074066
M06508_12_000000000-CJG44_1_1110_10590_14045	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_15488_8584	1	22459	0.004452	439	1	438	0.22779043280182232
M06508_16_000000000-CMN9T_1_1108_9572_18088	2	107532	0.0018600000000000001	55	2	53	3.6363636363636362
M06508_16_000000000-CMN9T_1_1102_14520_1980	2012	2014	49.975161	4	1	3	25
M06508_19_000000000-CR8CR_1_2112_10279_13666	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_22774_12090	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_12803_24067	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_14554_22134	2487	5708	30.347773	87	3	84	3.4482758620689653
M06508_12_000000000-CJG44_1_1114_18605_27565	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_7772_14288	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_3215_20025	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_27300_20778	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_13369_16723	1	325851	3.07e-4	158	1	157	0.6329113924050633
M06508_12_000000000-CJG44_1_1114_28720_11517	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_14641_24723	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_8504_20652	4	4	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_15594_7220	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_23025_10715	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_26290_14661	1	129	0.769231	7	1	6	14.285714285714285
M06508_18_000000000-CNPPR_1_2101_11718_25350	133	2349	5.358582	97	1	96	1.0309278350515463
M06508_16_000000000-CMN9T_1_2108_11255_14203	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_6712_16358	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_24968_15230	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_5149_9869	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_26932_13739	1128	8086	12.24224	400	5	395	1.25
M06508_16_000000000-CMN9T_1_1114_24544_17829	265	7803	3.284581	414	3	411	0.7246376811594203
M06508_16_000000000-CMN9T_1_1110_13321_7603	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_10802_13523	2	93877	0.00213	92	2	90	2.1739130434782608
M06508_18_000000000-CNPPR_1_2104_3721_18440	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_21561_5483	382	5774	6.205328	256	2	254	0.78125
M06508_12_000000000-CJG44_1_1113_20393_18112	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_6689_7413	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_15937_16226	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_25241_8724	1	46331	0.002158	20	1	19	5
M06508_12_000000000-CJG44_1_1101_11207_2281	97	97	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_7871_16064	3	3	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_24331_8580	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_13794_25596	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_21647_15146	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_10015_3831	61	10602	0.572072	476	2	474	0.42016806722689076
M06508_16_000000000-CMN9T_1_1112_18268_1963	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_16844_13051	18	1293	1.372998	58	1	57	1.7241379310344827
M06508_18_000000000-CNPPR_1_2110_13772_19183	410	1356	23.216308	53	2	51	3.7735849056603774
M06508_16_000000000-CMN9T_1_1103_12953_23146	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_26334_23223	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_13750_16469	1	31767	0.003148	341	1	340	0.2932551319648094
M06508_16_000000000-CMN9T_1_2104_13120_9528	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_4759_16814	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_6458_24961	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_17646_15534	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_17711_4360	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_22392_13120	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_16003_10671	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_18902_16155	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_22032_24237	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_12434_7438	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_21185_5770	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_2866_14434	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_26659_20936	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_12443_3559	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_12505_25066	1	50788	0.001969	628	1	627	0.15923566878980894
M06508_8_000000000-JTFYW_1_1101_11733_14608	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_20882_16867	1696	20185	7.751017	307	6	301	1.9543973941368076
M06508_19_000000000-CR8CR_1_1110_14985_3737	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_13051_7200	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_6077_15365	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_11444_16520	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_19715_7279	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_1109_6505_22794	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_10460_8153	1	417786	2.39e-4	281	1	280	0.3558718861209964
M06508_16_000000000-CMN9T_1_2101_15514_5467	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2110_24629_11346	239	1486	13.855072	52	1	51	1.9230769230769231
M06508_16_000000000-CMN9T_1_1102_24938_7063	18	868	2.031603	50	1	49	2
M06508_18_000000000-CNPPR_1_1101_22186_16589	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_12680_15257	82	1110	6.879195	48	2	46	4.166666666666666
M06508_16_000000000-CMN9T_1_2113_12909_22336	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_9638_23445	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_10772_7055	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_14850_27302	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_28138_16342	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_15503_21739	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_21294_25396	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_24105_17840	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2109_10955_7066	2	5	28.571429	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2103_27536_15630	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_23083_7081	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_3835_14934	1	444	0.224719	17	1	16	5.88235294117647
M06508_9_000000000-JTBW3_1_2109_23228_9962	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_24655_14978	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_5473_16294	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_21601_27968	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_3621_11339	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_19086_12816	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_21444_10281	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1111_11135_5480	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_24359_23153	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_19899_19487	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_5395_13199	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1104_25969_22413	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_4033_9350	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2104_21542_3289	365	785	31.73913	52	2	50	3.8461538461538463
M06508_16_000000000-CMN9T_1_1111_19150_21516	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_20260_13329	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_13360_27181	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_14537_27794	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_17280_2836	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_10051_9459	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_19316_22296	1918	13026	12.834582	522	6	516	1.1494252873563218
M06508_18_000000000-CNPPR_1_2104_15209_11625	21	21	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_16238_11113	1	351	0.284091	57	1	56	1.7543859649122806
M06508_9_000000000-JTBW3_1_1102_4532_18228	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_6425_8354	778	5356	12.683404	319	5	314	1.5673981191222568
M06508_8_000000000-JTFYW_1_1106_25213_23575	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_16638_8562	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_12104_7963	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_5294_7858	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_6381_9123	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_17802_22130	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_8562_8579	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_22856_22426	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_10930_19446	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_25247_21611	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_12252_7019	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_15599_4177	1451	3555	28.985218	81	2	79	2.4691358024691357
M06508_9_000000000-JTBW3_1_2112_12650_21689	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_24067_9150	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_12926_5597	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_28999_14694	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_15741_7310	221	2366	8.542714	146	1	145	0.684931506849315
M06508_19_000000000-CR8CR_1_1108_6111_24677	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_11016_13185	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_14247_16396	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_4215_20446	323	323	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_28077_16400	11	11	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_19361_18455	1	2	33.333333	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_1108_20756_16269	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_16455_8146	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_17666_14643	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_19926_13363	2	186403	0.001073	473	2	471	0.42283298097251587
M06508_16_000000000-CMN9T_1_2109_3042_11780	1	18702	0.005347	151	1	150	0.6622516556291391
M06508_19_000000000-CR8CR_1_2108_14885_4427	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_8332_8911	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_4554_19800	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_19997_17216	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_9644_11321	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_7770_8199	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_9468_2866	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_11204_18028	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_19144_11889	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_5925_8272	3	28	9.677419	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_2106_9581_16545	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_28123_21715	1	8303	0.012042	29	1	28	3.4482758620689653
M06508_9_000000000-JTBW3_1_1104_16379_18906	181	181	50	3	2	1	66.66666666666666
M06508_9_000000000-JTBW3_1_2111_23069_20091	3	4	42.857143	3	1	2	33.33333333333333
