Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_8_000000000-JTFYW_1_2105_25441_20553	14	14	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_15345_7274	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_27973_13351	43	682	5.931034	28	2	26	7.142857142857142
M06508_9_000000000-JTBW3_1_2103_8846_9223	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_6083_8300	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_20020_9195	308	321	48.966614	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2113_22255_26709	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_16565_23696	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_14606_9464	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_24848_6755	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_6770_25099	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_19009_13423	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_17073_10040	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_12766_27848	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_4190_11189	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_16341_28479	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_24777_10193	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_21217_21469	5	5	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_21551_13914	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_23245_17703	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_8084_26350	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_28048_15364	8	8	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1107_18708_7418	8	8	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_13312_22937	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_3461_19675	1	5	16.666667	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1114_19718_20024	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_19051_13802	1	10	9.090909	11	1	10	9.090909090909092
M06508_18_000000000-CNPPR_1_2114_10927_14640	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_27512_18050	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_12359_8062	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_6200_23784	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_26468_19656	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_22985_4975	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2101_19413_10947	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_25442_14296	1	4	20	5	1	4	20
M06508_8_000000000-JTFYW_1_2105_13558_21460	8	8	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_20057_15918	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2109_23790_24310	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_10671_26941	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_8804_6892	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_20522_9469	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_15395_18500	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_10197_17208	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_8090_14546	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_21225_15323	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_7694_7745	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_17114_10865	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_20588_9710	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2104_22971_4838	47	2264	2.033752	171	1	170	0.5847953216374269
M06508_16_000000000-CMN9T_1_2102_12732_4259	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_14383_7494	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_22483_10283	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2105_15473_19825	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_10968_11140	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_12398_11912	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_2998_16839	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_9121_5529	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_28325_15546	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_16676_3035	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_26545_23362	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_21550_24925	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1107_10448_9385	2	59	3.278689	10	1	9	10
M06508_18_000000000-CNPPR_1_1108_6103_6110	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_3332_21027	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_8755_24378	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_18187_5685	1	9984	0.010015	50	1	49	2
M06508_18_000000000-CNPPR_1_1111_28408_15379	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_15022_17133	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_15739_12321	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_25255_5783	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_14477_13716	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_13018_21399	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_13471_13090	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_17426_9592	15	2101	0.708885	57	1	56	1.7543859649122806
M06508_12_000000000-CJG44_1_1112_10819_16041	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_17722_5912	770	29672	2.5294	488	3	485	0.6147540983606558
M06508_9_000000000-JTBW3_1_2114_25878_20507	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_24286_7923	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_10778_15447	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_25253_25443	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_9678_23656	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_18462_10785	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_8519_6426	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_4404_17508	1	5	16.666667	6	1	5	16.666666666666664
M06508_8_000000000-JTFYW_1_1108_18198_4652	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_18714_16293	662	1899	25.849278	87	2	85	2.2988505747126435
M06508_18_000000000-CNPPR_1_1114_17500_20424	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_27789_21879	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_14404_13809	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_15659_24734	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_5691_6926	674	19038	3.419237	138	2	136	1.4492753623188406
M06508_12_000000000-CJG44_1_1107_16590_23017	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1109_24535_15179	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_10166_10761	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_18973_24929	1	11665	0.008572	131	1	130	0.7633587786259541
M06508_16_000000000-CMN9T_1_2111_26344_8310	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1114_26323_14879	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_2606_15226	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_16689_25475	2	28016	0.007138	361	2	359	0.554016620498615
M06508_16_000000000-CMN9T_1_1109_15401_3541	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_28170_12994	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_20908_27102	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1102_19512_18010	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_23870_12213	63	63	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_15355_2875	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_5217_10099	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_6149_6369	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_6084_21234	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_6137_16466	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_4348_17196	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_21549_11663	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_2306_11379	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_11371_13781	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_7981_6231	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_18723_4052	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_21946_17452	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_9113_14369	207	225	47.916667	6	2	4	33.33333333333333
M06508_16_000000000-CMN9T_1_2109_17277_5590	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_11245_8706	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2105_8892_22138	1	6	14.285714	4	1	3	25
M06508_18_000000000-CNPPR_1_2107_10490_4319	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1107_15769_23022	4	5	44.444444	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1101_17418_14009	36	813	4.240283	40	1	39	2.5
M06508_18_000000000-CNPPR_1_2110_22464_6934	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_9652_15343	17	134	11.258278	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_2108_23257_5486	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_28400_9675	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_22055_14217	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_19974_12107	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_6661_11974	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_17209_17392	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1107_13548_14907	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_8927_8273	27	27	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_16760_10248	4	50669	0.007894	37	1	36	2.7027027027027026
M06508_9_000000000-JTBW3_1_2110_11538_18912	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_25026_12712	39	1707	2.233677	103	1	102	0.9708737864077669
M06508_12_000000000-CJG44_1_1102_12144_27772	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_10277_8049	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_5511_7803	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_23928_6771	7	7	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_16995_13153	1	14	6.666667	11	1	10	9.090909090909092
M06508_16_000000000-CMN9T_1_2108_16087_22513	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_17092_18993	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1105_4084_9140	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_20873_11071	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_10673_24728	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_5399_20083	28	734	3.674541	78	1	77	1.282051282051282
M06508_9_000000000-JTBW3_1_2104_22092_12612	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_9871_23885	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_23116_16674	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_9730_3944	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_4110_10769	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_16939_22828	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_22605_13038	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_21921_17966	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_6558_12793	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_5085_21173	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_10707_3315	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_15981_11716	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_6605_8986	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_16449_17910	1	18	5.263158	6	1	5	16.666666666666664
M06508_18_000000000-CNPPR_1_2101_24153_16901	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_8004_5514	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_7343_21767	7	7	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1108_14191_27381	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_10579_25744	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_15449_9827	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_27885_12108	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_12585_28000	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_15713_21771	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_4302_11440	1	5	16.666667	5	1	4	20
M06508_12_000000000-CJG44_1_2104_17083_7255	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_19693_16229	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_8708_14183	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_14267_25807	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_14782_11994	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_6577_8035	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_24672_12719	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_12098_14736	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_7343_24764	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_21682_13463	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_15626_28097	2	910754	2.2e-4	967	2	965	0.2068252326783868
M06508_16_000000000-CMN9T_1_1104_13635_7189	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_20953_20251	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_11630_19386	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_16108_5465	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_5812_12705	1	3294	0.030349	171	1	170	0.5847953216374269
M06508_12_000000000-CJG44_1_2106_6933_25279	1	12	7.692308	7	1	6	14.285714285714285
M06508_18_000000000-CNPPR_1_1109_14122_3718	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_29171_16009	25	25	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_13607_19642	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_13904_16071	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_7847_5522	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_25025_24909	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_20591_3968	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_13299_14975	15	15	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_23675_21000	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_9855_14602	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_22753_15210	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_21578_8567	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_4279_10339	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_20357_8195	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_29087_19057	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_11657_3947	1	6	14.285714	7	1	6	14.285714285714285
M06508_8_000000000-JTFYW_1_2109_21718_10394	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_15008_24020	29	190	13.242009	39	2	37	5.128205128205128
M06508_8_000000000-JTFYW_1_1110_16593_18709	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_14541_19080	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_9678_18580	32	270	10.596026	4	1	3	25
M06508_19_000000000-CR8CR_1_2108_17651_4582	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_14023_8257	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_7927_18615	1	5	16.666667	6	1	5	16.666666666666664
M06508_18_000000000-CNPPR_1_2109_23279_24050	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_24784_11923	1	10363	0.009649	36	1	35	2.7777777777777777
M06508_18_000000000-CNPPR_1_2106_11161_11352	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_13007_4067	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_27428_8109	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_14582_27014	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_3446_11744	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_7550_23845	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_11964_21764	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_16768_13975	1520	17055	8.183042	109	1	108	0.9174311926605505
M06508_12_000000000-CJG44_1_2114_13580_10702	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_18046_7270	37	42	46.835443	7	1	6	14.285714285714285
M06508_19_000000000-CR8CR_1_1114_19707_1932	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_10074_28060	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_9383_13200	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_6090_16566	1	4	20	4	1	3	25
M06508_16_000000000-CMN9T_1_2102_20290_17453	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_16878_8970	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_25964_15821	3	3	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_20094_19314	20	20	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_16382_5943	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_10689_3654	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_25085_15336	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_9896_16720	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_14665_12999	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_26089_9579	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_27943_12587	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_8505_7899	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_6501_14289	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_14158_18453	26	26	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_11060_14835	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_13735_7823	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_20613_9889	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_21074_26280	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_18872_19748	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_9033_14177	1	18126	0.005517	93	1	92	1.0752688172043012
M06508_18_000000000-CNPPR_1_2108_10683_20757	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_7036_23205	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_12634_28197	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_19078_10133	121	1168	9.387122	33	3	30	9.090909090909092
M06508_19_000000000-CR8CR_1_1102_8091_10566	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_13999_11899	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1110_17814_1949	10	661172	0.001512	126	3	123	2.380952380952381
M06508_16_000000000-CMN9T_1_1106_16728_25263	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_13889_15543	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_9709_23900	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_6731_9657	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_14650_9262	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_14269_16780	3	77	3.75	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2102_3703_15988	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_21017_15758	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_18662_11007	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_26061_10754	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_12320_17428	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_11260_16502	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_24446_22010	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_21464_18253	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_23427_7217	79	79	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_11549_8466	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_18092_23088	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_11327_28033	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_14526_25068	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_13602_22769	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_8838_20414	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1102_18977_26085	1	33	2.941176	17	1	16	5.88235294117647
M06508_18_000000000-CNPPR_1_2101_12098_7473	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_16438_17562	63	63	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_4982_17738	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_20314_4402	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_9870_14884	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_19614_17960	234	560	29.471033	45	2	43	4.444444444444445
M06508_16_000000000-CMN9T_1_1114_9143_19670	1	13	7.142857	11	1	10	9.090909090909092
M06508_9_000000000-JTBW3_1_1109_18613_25092	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_17293_22598	3	12085	0.024818	114	2	112	1.7543859649122806
M06508_18_000000000-CNPPR_1_2103_12883_20635	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_14466_6289	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_11415_14526	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_28825_18894	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_2718_11764	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_10030_10076	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_16345_21959	535	1740	23.516484	99	4	95	4.040404040404041
M06508_8_000000000-JTFYW_1_1108_27454_12845	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_29099_19208	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_17996_19150	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_12638_26331	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_16686_25492	49	389	11.187215	38	1	37	2.631578947368421
M06508_8_000000000-JTFYW_1_1102_10125_6676	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1101_19537_26947	1	12842	0.007786	588	1	587	0.17006802721088435
M06508_9_000000000-JTBW3_1_1101_10190_23413	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_12736_22345	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_12201_18172	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_12253_23598	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2103_14490_6323	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_11553_3279	1	172906	5.78e-4	403	1	402	0.24813895781637718
M06508_8_000000000-JTFYW_1_2107_3546_9263	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_20128_7071	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_11831_2809	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_23214_12335	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_7169_5054	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_22854_3463	2126	4485	32.158524	122	2	120	1.639344262295082
M06508_16_000000000-CMN9T_1_1101_22547_5641	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1109_18720_9052	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_6182_8822	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_2830_16717	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_21537_27876	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_18731_23535	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_29051_13980	2	11	15.384615	10	2	8	20
M06508_9_000000000-JTBW3_1_1114_12991_14526	1	18706	0.005346	328	1	327	0.3048780487804878
M06508_19_000000000-CR8CR_1_1113_23059_9809	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2106_12085_2605	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_14648_23825	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_13243_13856	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_22674_25899	80	3087	2.52605	91	1	90	1.098901098901099
M06508_8_000000000-JTFYW_1_1110_17630_14709	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_17752_25264	1	2680	0.0373	127	1	126	0.7874015748031495
M06508_18_000000000-CNPPR_1_1103_18556_13984	1	1	50	2	1	1	50
